"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"OR1J2",-0.0285698897013846,5.3979955606756,-0.0565524531626359,0.955313983836808,0.98345720852719,-6.38145981619964
"H4C1",-0.0300037678134739,4.61634821439876,-0.0562125089453964,0.955582303306758,0.98365979071242,-6.38147912738248
"HADH",0.00836531419948194,12.0826552322849,0.056166288081001,0.95561878605003,0.98365979071242,-6.3814817440578
"WDR83OS",-0.0065892841136872,11.3483300700995,-0.0561239284263239,0.955652221175311,0.98365979071242,-6.38148414025087
"MRPS17",-0.00624693702707191,10.1295870417112,-0.055976684105413,0.955768444017277,0.983724831729198,-6.38149245547942
"SNHG20",-0.0143250732491103,6.71062713691326,-0.0558918914083974,0.955835373013442,0.983724831729198,-6.38149723401057
"RPS6KB2",0.00940498640386167,7.73617692714269,0.0558395430201953,0.955876693069506,0.983724831729198,-6.38150018051215
"OSGEP",-0.0059724337713174,8.76552491654292,-0.0556962320635359,0.955989813081021,0.983724831729198,-6.38150823284564
"TMEM230",-0.00567054764157504,13.4014513930953,-0.0556509193978729,0.956025580040548,0.983724831729198,-6.38151077456188
"FSTL3",0.0212275074780992,5.45493865524197,0.0556320515606259,0.956040473148485,0.983724831729198,-6.38151183230262
"GCNA",-0.0200398624409006,6.41248557907374,-0.0556256987772094,0.956045487647851,0.983724831729198,-6.38151218836226
"GUSBP4",-0.0111049391624336,7.14777265540176,-0.0554279559289652,0.95620157469663,0.983818915143364,-6.38152325109061
"LOC440792",0.0297131293906228,5.15955796761617,0.0553903731203705,0.956231240646247,0.983818915143364,-6.38152534920736
"LOC101928373",0.0298378640762049,3.65289250831607,0.0552599977623955,0.956334152791026,0.983876274559936,-6.38153261657885
"TMEM175",-0.0121326463410787,7.66170712227523,-0.0549279629502685,0.956596248843317,0.984097388597528,-6.38155104750487
"LINC02150",-0.0304342362607617,4.46764655983049,-0.0546662324893978,0.956802852723665,0.984261396130232,-6.38156549763465
"EXOSC5",0.0125790764297413,8.06857224784014,0.0545963147218396,0.956858044686903,0.984269637999022,-6.38156934611343
"OR3A3",-0.0254648053732609,5.83682399207042,-0.0544684456830297,0.956958983018013,0.984275295742053,-6.38157637166214
"CDC42BPA",-0.0187535211350554,9.99927005251908,-0.0544383544433138,0.956982736798431,0.984275295742053,-6.38157802258058
"REXO1",-0.0121443080028971,7.35861759237125,-0.0544100428896627,0.95700508574594,0.984275295742053,-6.38157957502597
"RGS19",0.0136900912920979,9.43510544265125,0.054250221314729,0.957131248476792,0.984313897589574,-6.38158832359297
"MEF2A",-0.00843721273782982,10.7094274388842,-0.0542429576971808,0.95713698238434,0.984313897589574,-6.38158872058913
"MRPL34",0.00674549520991086,9.85685489590737,0.0541308074863741,0.95722551417906,0.984316508848889,-6.3815948434624
"LINC01347",0.0241518640311922,4.050307177109,0.0541202021677265,0.957233886086006,0.984316508848889,-6.38159542180715
"TP53AIP1",0.0117508864244193,8.61923756786661,0.0539016230719654,0.957406434941879,0.984358573226255,-6.38160731645151
"POLR1G",0.011799533785612,7.31483169833409,0.0538969628038877,0.957410113834152,0.984358573226255,-6.38160756953014
"COX7A1",0.0237366111755692,5.86601614455168,0.0538517206407613,0.95744582879164,0.984358573226255,-6.38161002529568
"TUSC7",0.0261262933241531,5.14123913162818,0.0538292972516453,0.957463530241931,0.984358573226255,-6.38161124168341
"POLR2D",-0.00628491986814872,9.55793940970485,-0.0537211193744133,0.957548928228828,0.984397858409787,-6.38161710282609
"CWF19L2",0.0101972262597485,8.57343583333362,0.0535495402031278,0.95768437764124,0.984488592014958,-6.38162637491321
"CXXC4",0.00793140919396507,9.51339176012198,0.0532545875336252,0.957917224567618,0.984531631729321,-6.3816422447611
"CSTF2T",-0.00591483878213062,9.95319647335621,-0.0532219285417905,0.957943007059283,0.984531631729321,-6.38164399658033
"TIMM8B",-0.00884182685901536,11.975652451486,-0.0531861204511691,0.957971275645963,0.984531631729321,-6.38164591608152
"CCNL2",-0.0111717805281621,12.0108339027746,-0.0531404198704609,0.95800735390948,0.984531631729321,-6.38164836399584
"CUEDC1",0.0107176602910943,9.35060684242098,0.0530122037934006,0.958108574407987,0.984531631729321,-6.38165522055427
"MGC12916",-0.0249271197795231,4.98246554413182,-0.052974054810262,0.958138691354626,0.984531631729321,-6.38165725743517
"VAMP5",-0.0123876885044618,7.93522743530515,-0.052950003822789,0.958157678585316,0.984531631729321,-6.38165854083118
"COX10",-0.00721701990153711,8.81640268306363,-0.0529417090695954,0.958164226945644,0.984531631729321,-6.38165898331626
"UBXN6",-0.011053139561616,11.4394665254774,-0.052846108743213,0.958239699615376,0.984531631729321,-6.38166407813003
"LINC00955",0.0275031904559766,4.11503712978124,0.052841012406329,0.958243722982518,0.984531631729321,-6.38166434946987
"STAT5B",0.0088777739922179,8.97141458883547,0.0528389338466197,0.958245363927901,0.984531631729321,-6.38166446012931
"DGUOK",0.00532449201128138,11.3264855336885,0.0527685342052324,0.958300941929906,0.984540246751783,-6.38166820553195
"PTCH2",-0.0245142327893078,4.82053841843725,-0.0526504252675424,0.958394185197603,0.984587555601142,-6.38167447795132
"SLC19A3",0.0336855314066602,4.7476312837586,0.0525668450389493,0.958460169505668,0.984606857210323,-6.38167890816178
"POLD4",0.00823880792920839,9.29673846438248,0.0524175428368222,0.958578040264646,0.984679456201735,-6.3816868044848
"UBIAD1",0.00747936139116767,8.69844196834638,0.0522769031990108,0.958689072996913,0.984734353923362,-6.38169422212228
"TBRG1",-0.00863887127189145,10.9065338145377,-0.0521376571234556,0.958799006367848,0.984734353923362,-6.38170154663081
"STAMBPL1",-0.00755480921481499,8.95242139589978,-0.0521308242646295,0.958804400862224,0.984734353923362,-6.38170190554454
"FHIP2B",-0.00879289025617247,9.62455852270024,-0.0521106960257063,0.95882029197801,0.984734353923362,-6.38170296255948
"CXCR1",-0.0252888257307893,6.1940284084495,-0.0519391679266087,0.958955713014569,0.984824952491383,-6.3817119536333
"COLGALT2",0.0111647602479286,7.30808927626146,0.051693856117982,0.959149388290919,0.984927238915693,-6.38172476076135
"CNBP",-0.00571540718252095,12.9945061205754,-0.0516934161096811,0.95914973568264,0.984927238915693,-6.38172478367864
"SCYL3",0.00986228701984437,9.69272184785678,0.0513672849639695,0.959407222299991,0.985129387716596,-6.38174171617452
"ZNF682",-0.0105120323740815,7.33556557368807,-0.0512713407928002,0.959482972863615,0.985129387716596,-6.38174667713068
"POLR1F",0.0102886543972307,8.34476831219634,0.0512646473311003,0.95948825755026,0.985129387716596,-6.38174702288145
"ETV6",0.00645869996483484,10.053132135916,0.0510287312392065,0.959674521504648,0.985272139155018,-6.38175918029929
"CLEC12B",-0.0311127008739658,3.23466074568188,-0.0507523697499332,0.959892721461498,0.985447662769046,-6.38177335067454
"LINC01428",0.028094289968517,4.37978394391072,0.0500053040231836,0.960482579638019,0.9860047031005,-6.3818112712111
"WNT7B",-0.0122820158201744,7.54952891449755,-0.0497824985241362,0.960658503864954,0.986136776441996,-6.38182247182151
"APH1A",0.00789164318481994,10.1281512585073,0.0497084435932829,0.960716977091173,0.986148276720924,-6.38182618354908
"ZNF563",0.0092659176069505,7.61882768381133,0.0495448032247553,0.960846187107821,0.986176760709139,-6.38183436582148
"HIPK4",0.0194283979484053,6.40082402244707,0.0495416406572936,0.960848684273711,0.986176760709139,-6.38183452368905
"CD300LD-AS1",-0.0278455218308737,4.19975827865297,-0.0493588870530614,0.960992987359183,0.986176760709139,-6.38184362918505
"SDHC",0.00593435715589408,11.7509819512407,0.0493094285954504,0.961032040216724,0.986176760709139,-6.3818460876132
"FKBP15",-0.00860508666230153,10.8745443740028,-0.049297212418187,0.961041686238973,0.986176760709139,-6.38184669446239
"TCF25",-0.00570120394508855,11.9654447829767,-0.0490927897776998,0.961203101401527,0.986176760709139,-6.38185682702799
"INPP5J",0.0197487422463194,5.0583263953044,0.0490200394568474,0.961260546544242,0.986176760709139,-6.3818604228683
"UBL7",0.0128198253349137,8.41090420006662,0.048971970918506,0.961298502562721,0.986176760709139,-6.38186279583347
"PNPT1",-0.00835568139310894,10.5700450785288,-0.048862315117527,0.961385089640403,0.986176760709139,-6.38186820042154
"UTY",0.0194949591008573,7.73088852872616,0.0487791953957695,0.961450723458979,0.986176760709139,-6.38187228905926
"MPO",0.022888135039989,4.82718300963075,0.0487594327308027,0.961466328690985,0.986176760709139,-6.38187326015555
"MIER2",-0.019668918777084,8.83175130944481,-0.0487217559863875,0.961496079495958,0.986176760709139,-6.38187511042242
"SLC7A10",-0.0259572045691909,4.72150401573106,-0.0486831002615298,0.96152660339514,0.986176760709139,-6.38187700727982
"LINC00608",-0.0281106129768705,3.72654421659582,-0.0486750374725392,0.961532970060087,0.986176760709139,-6.38187740273551
"COG2",-0.0048273529706151,10.4231776724049,-0.0486654577281565,0.96154053457033,0.986176760709139,-6.38187787250821
"BBOX1",0.00782294688225349,8.93322785698604,0.0486545101402474,0.961549179183427,0.986176760709139,-6.3818784092442
"GPIHBP1",-0.0234226582225441,4.27969380598586,-0.0486223426370126,0.961574579840115,0.986176760709139,-6.38187998564707
"NLRP2B",0.0293822324746946,5.01501692706116,0.0485562311561192,0.961626784053015,0.986176760709139,-6.38188322223818
"NRDE2",-0.00581257455860484,7.92593961312738,-0.0485358423835612,0.961642883860896,0.986176760709139,-6.38188421951415
"BCAN",-0.0103359937615677,7.65660605671905,-0.0483423357786328,0.961795685403871,0.986284977826168,-6.38189366365433
"CTSS",-0.00678752411400652,13.0246245981683,-0.0481922488875669,0.96191420180301,0.986350596247588,-6.3819009627093
"LOC105372410",0.0311910661191726,2.97376560629505,0.0481197422672973,0.961971457112182,0.986350596247588,-6.38190448073607
"C1QTNF1-AS1",-0.0185707803587896,5.28140704648871,-0.04808167931407,0.962001513845733,0.986350596247588,-6.38190632543363
"CCDC167",-0.00935061053669095,8.09082685371951,-0.0479607067446742,0.96209704123862,0.986373619117212,-6.38191217860412
"KLF11",0.00980450753928164,7.77547428686477,0.0479334940694473,0.962118530122527,0.986373619117212,-6.38191349323863
"ANKEF1",-0.00528785133456466,9.53778090889143,-0.0475026855746169,0.962458728162585,0.986651022793279,-6.3819342060527
"YBX3",0.00501073426543641,13.6601317296215,0.0474710620054763,0.962483700741349,0.986651022793279,-6.38193571911434
"ZFY",0.0253025509600393,7.3466860706736,0.0472576454908519,0.962652233040403,0.986700927074004,-6.38194590390223
"FAM219A",0.0133599630893828,7.02345856950973,0.047185201154504,0.962709441809599,0.986700927074004,-6.38194935070221
"OLFML1",0.0228089523141284,4.32655194594653,0.0471389651550353,0.96274595415044,0.986700927074004,-6.38195154778232
"FEN1",-0.00682938568417413,8.45026458941109,-0.0471317994644205,0.962751612868378,0.986700927074004,-6.38195188809473
"ARHGEF7",0.00527135880493468,11.0572770976347,0.0470919113836005,0.962783112366463,0.986700927074004,-6.38195378151093
"STAC2",-0.0199389415120974,6.52447002273869,-0.047050060387991,0.962816162038419,0.986700927074004,-6.38195576638013
"RPS6KB1",-0.00839131986786334,10.1591261667947,-0.0468767288590983,0.962953042418872,0.986748658874474,-6.38196396819604
"ABCC5",-0.00646264490755044,11.123182010866,-0.0468686990390383,0.962959383617618,0.986748658874474,-6.38196434742284
"FER1L6-AS1",-0.0200585414380114,5.36805646685619,-0.0468113976308674,0.963004634967131,0.986748658874474,-6.38196705172856
"NSD2",-0.00633946897656656,8.28814388651697,-0.0466224927270935,0.963153815469194,0.986835072868461,-6.38197594355577
"LOC100129175",-0.0225047319499847,5.59101383215697,-0.0464596749847359,0.963282395715332,0.986835072868461,-6.38198357860491
"SNHG27",-0.0220635741976496,5.29611982745129,-0.0464256916525461,0.963309233121873,0.986835072868461,-6.38198516882424
"BMP6",0.0244905743391435,6.34951022134282,0.046412587602532,0.963319581698467,0.986835072868461,-6.38198578170562
"FAM182A",0.0118296746054387,8.89853188688648,0.0463958686377227,0.963332785067795,0.986835072868461,-6.38198656340679
"CLIP2",-0.0228212651548638,5.15637751221739,-0.0462765999591141,0.963426974724662,0.986835072868461,-6.38199213168684
"LRRK1",-0.0117380422914959,8.02040623299976,-0.0462117093457495,0.96347822079937,0.986835072868461,-6.38199515520646
"LOC101929174",-0.0244132436288513,4.50922853088612,-0.0462042890506881,0.963484080840356,0.986835072868461,-6.38199550067814
"LMO1",-0.012918392521029,6.66084690944798,-0.0461655218665509,0.963514696541927,0.986835072868461,-6.38199730468619
"RASGEF1C",-0.0224110866565965,4.44301313022955,-0.0459790176341714,0.963661985771004,0.986917416062443,-6.38200596238804
"RELCH",-0.00730666958706649,10.25617896433,-0.0458795508537224,0.963740538869386,0.986917416062443,-6.38201056540186
"TDO2",-0.0299864094644029,4.92812055923893,-0.0457368145331014,0.963853264391833,0.986917416062443,-6.38201715338203
"OTX2",0.0185709234150009,5.17822330335495,0.0457020222089274,0.963880741626924,0.986917416062443,-6.38201875610696
"CNNM1",-0.0123674521097117,6.15184951894486,-0.0456568823111359,0.9639163909249,0.986917416062443,-6.38202083368035
"CALML4",-0.00567958817575409,12.710716111002,-0.0456131597863397,0.963950920923164,0.986917416062443,-6.38202284406181
"GSTT1",0.0448667933400078,9.2673218241124,0.0456105244502078,0.963953002190251,0.986917416062443,-6.38202296517422
"ARRDC4",0.0080371241982693,10.5258624016613,0.0455845072669754,0.963973549377068,0.986917416062443,-6.38202416047306
"C2orf16",0.0196852171069937,6.2682690944336,0.0454793172303634,0.964056623936311,0.986942083281576,-6.38202898623209
"REL",0.00645459065575693,10.5263209767606,0.0454152387485726,0.964107230562653,0.986942083281576,-6.38203192047018
"TMCO1",0.00482564420415521,12.5692308167757,0.0453565108068551,0.964153611680163,0.986942083281576,-6.38203460606719
"ZMIZ2",0.0056906247424191,11.0983049249348,0.0453143919728896,0.964186875628501,0.986942083281576,-6.38203652999916
"DNAAF4",-0.00849202857306963,11.6832649056991,-0.0450408261406051,0.964402929735643,0.987007635133783,-6.38204898261982
"MACROD2",0.00743476314703884,9.62265104155844,0.0449570051540212,0.964469129595354,0.987007635133783,-6.38205278303236
"COL14A1",-0.0213955321491781,4.93100474334858,-0.0449278899520296,0.964492124163182,0.987007635133783,-6.38205410144857
"NPM3",-0.011133675028856,7.36738321570789,-0.0449160098472553,0.964501506826436,0.987007635133783,-6.38205463916699
"SLC44A4",0.00668938151170018,13.5319433936288,0.0448911641275688,0.964521129483376,0.987007635133783,-6.38205576327665
"DNAJB14",-0.00756606898709045,10.122861273776,-0.0448738755200404,0.96453478369631,0.987007635133783,-6.38205654510847
"B3GLCT",-0.00701706402776736,8.35611007152202,-0.0445632203386294,0.964780135108898,0.98713110952847,-6.38207054235564
"MYOCD",-0.0223161238086274,4.45234481487268,-0.0445144022634417,0.964818691309037,0.98713110952847,-6.38207273312104
"SLC25A3P1",-0.0254090587588172,4.78916579885192,-0.0444313508160173,0.964884285004737,0.98713110952847,-6.38207645463046
"OR10A4",0.0217082766123804,4.14821535451242,0.044431158840086,0.964884436626839,0.98713110952847,-6.38207646322479
"MNX1",0.0186544648430278,4.2796211768688,0.0444215411353192,0.964892032667269,0.98713110952847,-6.38207689374034
"WNK1",-0.00715565149146258,11.3994880799169,-0.0443054985896939,0.964983683059718,0.9871764623151,-6.38208208078632
"AMZ2P1",0.00737553608939301,9.88351570316849,0.0441772398407363,0.96508498237673,0.987212749938144,-6.38208779810751
"TSPO",0.0105131197383024,11.3850424664313,0.0441407566162699,0.965113797094643,0.987212749938144,-6.38208942137309
"COPS9",-0.00592116562848055,11.7879320708128,-0.0440560524412293,0.965180697257938,0.987232776338258,-6.38209318498585
"SS18L1",0.00723765799274112,9.53788302294461,0.0438663694083603,0.965330511659777,0.987294673163666,-6.38210158684832
"LINC02116",-0.0217105643488194,3.86950680301127,-0.0438595958629863,0.965335861527775,0.987294673163666,-6.38210188620695
"CARD8",-0.00717724824974297,8.38443083777473,-0.0436922306223085,0.965468050128553,0.987348436936603,-6.38210926827737
"NUP214",0.00696602144964231,9.38593198068242,0.0436731952592436,0.965483084723742,0.987348436936603,-6.38211010609328
"CTSB",0.0078317959839822,13.5337312058453,0.0433322127125311,0.965752403265966,0.987575444190706,-6.38212505214548
"HIKESHI",0.00722287149431011,10.5060948683095,0.0431660963643587,0.965883608582391,0.987661201953036,-6.38213229097668
"GPR137B",-0.00732992595457738,10.0059696197319,-0.0430598708705103,0.965967510225106,0.987698583459107,-6.38213690537928
"C11orf86",0.0175222200991545,5.4894650160403,0.0427251952886663,0.966231854554259,0.987873917113478,-6.38215136925486
"DELE1",0.00540506618846059,9.67864010741377,0.0427228692217253,0.966233691817683,0.987873917113478,-6.38215146938703
"TIGD1",-0.0066760790875442,8.24986775960111,-0.0425920357939406,0.966337031999094,0.987931155619185,-6.38215709270862
"TTK",-0.00779928290763365,7.03629743002087,-0.0423604036491467,0.966519990587362,0.988069782115625,-6.38216700614501
"GTF2B",0.00462921468932187,11.518675705005,0.0422482700942862,0.966608561851519,0.988111907945237,-6.38217178584082
"TLCD4",0.0106977793547838,7.89350414801096,0.0421601099473006,0.966678197474236,0.988134673708046,-6.38217553477478
"WDR93",-0.00542695105198554,10.2082748617962,-0.0419952916073756,0.966808384316429,0.988219329427209,-6.38218252252907
"RORC",-0.0103202641804696,9.43991928020748,-0.0419177254159763,0.966869652685205,0.988233535560175,-6.38218580160945
"STX10",-0.00645461983641837,9.55503850810131,-0.0417859975356189,0.966973703030968,0.988291465443467,-6.38219135646644
"DNAH8",0.0176284714026553,2.95735654398716,0.0415896172512371,0.967128822672779,0.988357053108554,-6.38219960520543
"MIR3667HG",0.0198605406460066,5.1391440000764,0.041515875755206,0.967187070990105,0.988357053108554,-6.38220269260249
"BPGM",0.00837636841298561,9.67133872171177,0.0414845744745328,0.967211795889245,0.988357053108554,-6.38220400146322
"TYRO3",0.0109944982010957,6.81402177495022,0.0414648456116968,0.967227379746153,0.988357053108554,-6.38220482591702
"PDCL",0.00647250526221477,9.31659195898111,0.0413241345754069,0.967338527977387,0.988406425072565,-6.38221069474961
"C9orf131",0.0211925535695405,4.59431868595518,0.0412134236815187,0.96742597944274,0.988406425072565,-6.38221529830285
"TSPY1",0.0185230173672668,4.80366284429116,0.0412050949356246,0.967432558405848,0.988406425072565,-6.3822156441273
"ARHGEF37",-0.00402245380558064,10.2592714124675,-0.0411637598299109,0.967465209470893,0.988406425072565,-6.38221735940085
"DYRK3",-0.00488755959470133,9.2266871859903,-0.0411011322442352,0.967514679815122,0.988408562279177,-6.38221995496391
"TOMM34",0.00624616937735034,11.1978659240382,0.0408649634917989,0.967701233769184,0.988525404320025,-6.38222970729114
"XPO4",-0.00661420665606371,8.86150940407023,-0.0408363705447773,0.967723819980244,0.988525404320025,-6.38223088419186
"CNGB3",-0.0223098392329764,5.35611868806613,-0.0405580314015667,0.967943687746491,0.988598984490069,-6.38224229774292
"GBAP1",-0.00753320659683432,9.31603493413327,-0.0405317398302308,0.967964456317123,0.988598984490069,-6.38224337181835
"LINC01644",0.0164539717707965,6.36260902592465,0.0405138193481137,0.967978612304209,0.988598984490069,-6.38224410351507
"ARHGEF25",-0.0169473829892262,5.82354847537428,-0.0404664486279605,0.968016032068784,0.988598984490069,-6.38224603611267
"KLF5",-0.0107850842630679,11.6067560804876,-0.040445234923225,0.968032789529438,0.988598984490069,-6.38224690084171
"HINT1",-0.00608655014918114,13.8613938099194,-0.0403071062153589,0.968141902677768,0.988662018388741,-6.3822525202613
"SYNCRIP",0.00430411222594174,11.4097221571818,0.0400630781871101,0.968334671286475,0.988810470503105,-6.38226240095228
"VWA3A",-0.00782506645252212,11.825974692186,-0.0398620016549741,0.968493512063913,0.988924264533178,-6.38227049745374
"B3GNT4",0.0175743539613533,6.66180742457118,0.0397826076847299,0.968556229840944,0.988939901475224,-6.38227368309614
"ADGRD1",-0.0260678483992569,5.03870226658827,-0.0395015041536759,0.968778291029694,0.989086108731372,-6.38228491118439
"RNPC3",0.0135289625053296,9.84350261543986,0.039410789571522,0.968849952675029,0.989086108731372,-6.38228851759659
"MRPL45P2",0.0251412365032433,3.95629946367005,0.0393976848851087,0.968860304984002,0.989086108731372,-6.38228903789586
"LYRM9",-0.00796923338701383,8.81192218311983,-0.0393240903620462,0.968918442551401,0.989086108731372,-6.38229195662698
"LINC00312",0.00919680923829258,7.72288613438617,0.0392522258443833,0.968975213632349,0.989086108731372,-6.38229480148101
"ZNF165",0.00989665032334486,8.81964062438468,0.0392412441450319,0.968983888900958,0.989086108731372,-6.38229523574813
"WDFY3-AS2",-0.00986478088682841,7.50931480344365,-0.0389805093219417,0.96918986404447,0.989166053887336,-6.38230551071951
"ZNF641",0.00380792004852992,9.73784101881777,0.0389735904813508,0.969195329815746,0.989166053887336,-6.38230578244257
"ADAMTS13",-0.0119275015803488,7.05351261179682,-0.0389512521333803,0.969212976756913,0.989166053887336,-6.38230665940545
"MIRLET7BHG",0.0112785964411248,6.68632769134939,0.0388965149452501,0.969256218336034,0.989166053887336,-6.38230880616261
"ACTB",-0.00628863150557102,15.2956844308078,-0.0388417255616836,0.969299501244359,0.989166053887336,-6.38231095194395
"C11orf58",0.00411455236830349,12.5803502361915,0.0387819824837107,0.96934669761637,0.989166053887336,-6.38231328828584
"CCNG2",-0.00644195265920189,10.7540494036497,-0.0386280474318843,0.969468305129702,0.9892260253511,-6.38231929157566
"LINC00347",0.0144103119508996,3.8187261445519,0.0385725187920338,0.969512172514508,0.9892260253511,-6.38232145126959
"AMDHD2",0.0200120765696408,5.64694767110876,0.0385275214718247,0.969547720273892,0.9892260253511,-6.38232319908677
"BRD7",-0.00393123263491368,10.5807462848401,-0.0382165060462018,0.969793423348688,0.989428325405923,-6.38233522398721
"CDIP1",-0.012487331895553,6.84507576098598,-0.0381244834798003,0.969866122020528,0.989454107173567,-6.38233876320552
"NBPF3",0.00721055366936341,9.44173514168606,0.0379553580368442,0.96999973336134,0.989541362832472,-6.38234524557728
"WFDC2",-0.00569716009823651,14.8693456789421,-0.0378804016418219,0.97005895019114,0.989541362832472,-6.38234810934819
"AQP2",-0.015715943077284,6.31256079147334,-0.0378361011027796,0.970093948454113,0.989541362832472,-6.38234979922549
"IFT172",0.00379008897325939,12.7906202068098,0.037720495323756,0.970185279490322,0.98958613898827,-6.38235419978242
"RTEL1-TNFRSF6B",0.0155805993970093,4.75835871948577,0.0376006678198595,0.970279946215132,0.989597805677497,-6.38235874682885
"NPHP4",0.00513283568584377,9.69518201882514,0.0375859315076257,0.970291588300892,0.989597805677497,-6.38235930502289
"EMILIN3",-0.0142947072332467,6.84454727622649,-0.0375101255048922,0.970351477201643,0.989610506324827,-6.38236217300692
"C4orf47",0.00699696732467636,12.5285451133116,0.0370699395963926,0.970699240081107,0.98987031981517,-6.38237871223384
"LINC00520",0.00712441499259242,8.74585831172195,0.0370355386458445,0.970726418332101,0.98987031981517,-6.38237999656601
"ANKRD34C",-0.0216207388547041,4.1796203813235,-0.037007487657237,0.97074857986284,0.98987031981517,-6.3823810429449
"APOL2",0.00599546248306559,8.10373375450454,0.0365094960808403,0.971142019347958,0.990216278875012,-6.38239948743415
"FOXN2",0.00805081919001793,9.37905677547117,0.0363198710213511,0.971291835053299,0.990216278875012,-6.38240644503699
"MGAT2",0.00589636736224719,11.6132704409197,0.0363144927537407,0.971296084238088,0.990216278875012,-6.38240664184467
"KCNK12",0.0244970146189813,3.46056992346801,0.0362983891230509,0.971308807169559,0.990216278875012,-6.38240723095274
"BAHCC1",-0.00895286104821125,7.34027191496529,-0.0362776642059722,0.971325181233738,0.990216278875012,-6.38240798873367
"LNPK",0.0061053196675438,8.8887684436802,0.0361212191225109,0.971448783675686,0.990293893234408,-6.38241369499177
"ASNS",-0.00724749261409663,9.22516504435096,-0.0359258304738446,0.971603155245522,0.990402864493896,-6.38242078706747
"SLC39A2",0.0217364640435891,5.22428733160052,0.0356512165729591,0.971820122556601,0.990575628903885,-6.38243068978528
"RBM41",0.0111275453936788,9.26677401154137,0.0355578523254294,0.971893888406202,0.990602418405813,-6.38243403924094
"KIR2DS4",-0.016098573416075,5.78802003848951,-0.035441166219924,0.97198608090227,0.990647985723932,-6.38243821302462
"NDUFS1",0.00381680274097462,10.6319415599126,0.035328002116401,0.97207549107819,0.990667213423367,-6.38244224772565
"HFE",-0.00582660901359766,8.61120334790267,-0.0352970834618452,0.972099919757921,0.990667213423367,-6.38244334784103
"PDGFRB",0.0176042376434715,4.93059256544029,0.0350760252554995,0.972274577583489,0.990793330969354,-6.38245118524417
"TRPC7",0.0164289149484937,2.58877982953674,0.0350199712482627,0.972318866011322,0.990793330969354,-6.38245316475939
"TAF1",0.00570588557667406,9.60614932523224,0.034889381195119,0.972422045926721,0.990793330969354,-6.38245776419404
"SLC30A9",-0.00425115728097047,11.3416640547101,-0.0348501400593026,0.972453050658105,0.990793330969354,-6.38245914292555
"COX4I1",-0.00435024612812995,13.6577429366434,-0.0348256374705349,0.972472410369338,0.990793330969354,-6.38246000303359
"FAM184B",0.0201797845365341,5.80653270923583,0.0347691916761523,0.972517008753863,0.990793330969354,-6.38246198213394
"ZBED8",0.00508093676035948,9.32319784186402,0.0347133135725914,0.972561158689584,0.990793330969354,-6.38246393816815
"CUL4A",-0.00617324861322466,10.4381756943531,-0.0346595785684506,0.972603615421407,0.990793330969354,-6.38246581621519
"SLC4A5",-0.0081518495979136,7.30359613592307,-0.0345124918189305,0.972719831011001,0.990840380599124,-6.38247094204072
"PLEKHG4",0.00895320407353317,7.57786598863092,0.0344809013185598,0.972744791249673,0.990840380599124,-6.38247204009448
"CALB2",-0.0090895779704061,6.54353046838523,-0.0342179953324015,0.972952519223167,0.990948712046594,-6.38248113943668
"CRACDL",-0.00366301677991565,13.5565567753282,-0.0341994693347752,0.972967157106672,0.990948712046594,-6.38248177800666
"TSC22D4",-0.00878110904975848,7.42535312111158,-0.0341659460276471,0.972993644787769,0.990948712046594,-6.38248293263779
"NCK1",-0.00418618078803767,10.4694457565518,-0.0338525263378238,0.973241287767249,0.991152538218226,-6.38249367286062
"FAT4",0.0105025846630937,5.58147960297908,0.0337053689496834,0.973357562494787,0.991212789496563,-6.38249868148634
"IGLON5",-0.014939157964954,4.09142286076137,-0.0336092572161311,0.973433504404949,0.991212789496563,-6.38250194095178
"MMP25-AS1",0.0166043233285986,5.89922309992662,0.0335542620464194,0.97347695850864,0.991212789496563,-6.38250380183279
"CNPY3",0.00640794243160236,9.94559040858973,0.0334938981026783,0.973524654812636,0.991212789496563,-6.38250584086999
"LRRIQ1",0.00782363851850043,9.69417237751731,0.0334769903487026,0.97353801441782,0.991212789496563,-6.38250641133984
"LINC01119",0.0136832099845812,5.87697407147787,0.0333635230960466,0.973627670390162,0.991251604099474,-6.38251023228768
"SH2B3",0.00725564206119778,8.29617034796309,0.0333084754947801,0.973671166293089,0.991251604099474,-6.38251208131257
"TMEM119",-0.0164110315700032,4.02409212601012,-0.033213954549781,0.973745852280591,0.991266210236152,-6.38251524910799
"TMEM135",-0.00432422877226024,10.3684769589871,-0.0330290947984997,0.973891920428947,0.991266210236152,-6.38252141852032
"RABL6",0.00883060134240488,9.49993297583076,0.0329966306769671,0.973917572263686,0.991266210236152,-6.38252249840672
"MCRIP1",0.0074681537033161,8.12898496612129,0.0329933005405222,0.973920203604317,0.991266210236152,-6.38252260912032
"H2AC18",0.00922510053287251,7.14862617779247,0.0329767329613608,0.973933294647211,0.991266210236152,-6.38252315975939
"WDR64",-0.0186953753682015,4.71044855820791,-0.0328357803468589,0.974044670103231,0.991266210236152,-6.38252783326709
"KCNQ1-AS1",-0.016582361961718,5.52958444608507,-0.0328079565975686,0.974066655446943,0.991266210236152,-6.382528753442
"FAM71C",0.0169752592517769,3.2897491810013,0.0327560200501496,0.97410769392751,0.991266210236152,-6.38253046897804
